transaction_id,user_id,amount,merchant,category,timestamp,location,payment_status
TXN-000509,U0058,125.44,Target,Shopping,2025-11-27T22:56,"Los Angeles, USA",Completed
TXN-001135,U0093,287.72,Binance,Crypto,2025-10-12T12:09,"Austin, USA",Completed
TXN-001711,U0131,229.93,Coinbase,Crypto,2026-02-08T02:29,"San Francisco, USA",Completed
TXN-000290,U0037,55.64,PG&E,Bills,2025-09-24T07:00,"Toronto, Canada",Completed
TXN-001742,U0057,30.81,DoorDash,Food,2025-06-08T12:18,"San Francisco, USA",Completed
TXN-001430,U0116,104.29,Verizon,Bills,2025-08-23T07:10,"Austin, USA",Failed
TXN-000430,U0086,73.01,Target,Shopping,2025-08-18T23:56,"Austin, USA",Completed
TXN-001381,U0057,87.88,Safeway,Groceries,2025-12-12T09:10,"Seattle, USA",Completed
TXN-001653,U0071,62.73,PG&E,Bills,2026-02-22T04:25,"Seattle, USA",Completed
TXN-000197,U0112,69.94,Costco,Groceries,2026-01-11T01:57,"New York, USA",Completed
TXN-001533,U0128,102.69,Walmart,Shopping,2026-03-09T12:38,"Austin, USA",Completed
TXN-000355,U0057,57.94,Uber,Travel,2026-03-10T21:54,"San Francisco, USA",Completed
TXN-SUSP-00020,U0139,1068.58,Night ATM,Crypto,2026-03-08T04:26,"Toronto, Canada",Completed
TXN-SUSP-00096,U0041,5953.51,Unverified Marketplace,ATM,2026-05-19T04:15,Singapore,Failed
TXN-001927,U0123,306.93,Lyft,Travel,2025-08-30T12:34,"San Francisco, USA",Completed
TXN-001719,U0103,41.94,Whole Foods,Groceries,2025-09-18T05:12,"New York, USA",Completed
TXN-001778,U0075,21.65,Subway,Food,2025-09-08T01:03,"New York, USA",Completed
TXN-000531,U0078,27.09,DoorDash,Food,2026-03-26T22:53,"Chicago, USA",Completed
TXN-000927,U0061,29.03,Target,Shopping,2025-10-27T00:03,"San Francisco, USA",Completed
TXN-000070,U0016,14.08,Subway,Food,2025-11-11T11:30,"San Francisco, USA",Completed
TXN-001317,U0147,185.71,Lyft,Travel,2026-05-17T10:26,"Austin, USA",Completed
TXN-000939,U0053,22.17,Best Buy,Shopping,2025-07-25T04:49,"San Francisco, USA",Completed
TXN-000433,U0116,77.73,Kroger,Groceries,2026-04-24T04:14,"New York, USA",Completed
TXN-000241,U0101,71.09,Delta Airlines,Travel,2026-02-03T21:09,"Chicago, USA",Pending
TXN-SUSP-00071,U0097,4615.73,Luxury Wire Transfer,Shopping,2026-02-04T04:51,"London, UK",Completed
TXN-000388,U0069,132.65,Kraken,Crypto,2025-08-19T08:12,"Seattle, USA",Completed
TXN-000307,U0125,138.47,Apple Store,Shopping,2026-04-17T12:46,"New York, USA",Completed
TXN-001753,U0131,168.1,PG&E,Bills,2025-11-11T04:40,"Dubai, UAE",Completed
TXN-000681,U0134,73.78,Apple Store,Shopping,2025-09-11T03:38,"Los Angeles, USA",Completed
TXN-000890,U0104,80.63,Safeway,Groceries,2025-11-24T12:46,"Toronto, Canada",Completed
TXN-000937,U0067,16.84,Subway,Food,2026-04-07T10:42,"New York, USA",Pending
TXN-000985,U0126,117.46,Comcast,Bills,2025-08-22T03:14,"New York, USA",Completed
TXN-001114,U0013,15.8,Local Deli,Food,2025-09-13T11:48,"Los Angeles, USA",Completed
TXN-001434,U0054,137.23,Apple Store,Shopping,2026-02-04T03:57,"Chicago, USA",Completed
TXN-001959,U0145,26.86,Walmart,Shopping,2025-12-06T12:05,"San Francisco, USA",Completed
TXN-001868,U0030,11.32,Starbucks,Food,2025-09-09T11:14,"Los Angeles, USA",Completed
TXN-000212,U0032,44.82,Amazon,Shopping,2026-04-26T07:21,"Los Angeles, USA",Completed
TXN-000248,U0132,83.07,Kroger,Groceries,2026-01-14T01:42,"New York, USA",Pending
TXN-000562,U0060,41.26,Trader Joe's,Groceries,2025-06-27T05:27,"New York, USA",Completed
TXN-001680,U0148,118.74,Kroger,Groceries,2026-01-15T03:53,Singapore,Completed
TXN-000260,U0021,87.45,Trader Joe's,Groceries,2025-10-20T22:22,"Austin, USA",Completed
TXN-000343,U0028,34.84,Whole Foods,Groceries,2025-06-06T07:45,"Seattle, USA",Completed
TXN-001880,U0074,128.89,Walmart,Shopping,2026-02-01T12:39,"Los Angeles, USA",Completed
TXN-001893,U0089,200.0,Wells Fargo ATM,ATM,2026-03-04T01:24,"Austin, USA",Completed
TXN-001457,U0099,8.21,Subway,Food,2025-06-12T05:21,"Austin, USA",Pending
TXN-001642,U0051,3.5,DoorDash,Food,2026-04-02T00:45,"Austin, USA",Completed
TXN-000125,U0139,221.54,Target,Shopping,2026-04-11T12:59,"New York, USA",Completed
TXN-001738,U0029,49.07,Trader Joe's,Groceries,2025-08-20T07:05,"San Francisco, USA",Completed
TXN-001343,U0124,56.21,Verizon,Bills,2025-07-25T07:26,"Toronto, Canada",Completed
TXN-000766,U0149,32.92,Subway,Food,2026-05-21T08:11,"Chicago, USA",Completed
TXN-001455,U0142,43.67,Walmart,Shopping,2025-08-04T04:23,"San Francisco, USA",Completed
TXN-000614,U0093,118.87,Netflix,Bills,2025-11-13T05:27,"Chicago, USA",Pending
TXN-000591,U0103,114.44,Comcast,Bills,2025-07-09T05:53,"Austin, USA",Completed
TXN-000066,U0141,88.22,Crypto.com,Crypto,2026-04-04T10:57,"Austin, USA",Completed
TXN-001281,U0149,146.06,Kraken,Crypto,2025-06-22T00:46,"New York, USA",Completed
TXN-001161,U0084,40.0,Bank of America ATM,ATM,2025-06-03T08:59,"Seattle, USA",Completed
TXN-000711,U0034,116.64,Best Buy,Shopping,2025-10-20T02:11,"Tokyo, Japan",Completed
TXN-000618,U0021,40.0,Bank of America ATM,ATM,2026-04-14T09:58,"San Francisco, USA",Completed
TXN-001845,U0128,137.54,Lyft,Travel,2025-08-31T12:42,"Austin, USA",Pending
TXN-000483,U0049,103.98,Trader Joe's,Groceries,2025-11-17T12:26,"San Francisco, USA",Completed
TXN-000603,U0139,86.55,Crypto.com,Crypto,2026-04-04T21:52,"Tokyo, Japan",Completed
TXN-001504,U0134,29.11,Costco,Groceries,2025-06-14T10:10,"Austin, USA",Completed
TXN-001690,U0100,98.85,Target,Shopping,2025-09-19T23:45,"Los Angeles, USA",Completed
TXN-000586,U0100,87.31,Kroger,Groceries,2026-05-16T22:14,"Tokyo, Japan",Completed
TXN-001658,U0102,85.49,PG&E,Bills,2025-08-14T03:53,"Los Angeles, USA",Completed
TXN-001122,U0128,10.2,Chipotle,Food,2025-12-22T06:53,"Berlin, Germany",Completed
TXN-000276,U0141,50.88,Local Deli,Food,2025-12-03T10:48,"London, UK",Completed
TXN-000818,U0121,89.1,Trader Joe's,Groceries,2025-12-04T04:08,"Chicago, USA",Completed
TXN-000904,U0006,79.65,Netflix,Bills,2026-03-12T10:21,"Seattle, USA",Completed
TXN-001560,U0082,85.23,Kroger,Groceries,2025-06-03T07:57,"Los Angeles, USA",Completed
TXN-001762,U0128,60.0,Wells Fargo ATM,ATM,2025-12-02T23:15,"San Francisco, USA",Completed
TXN-000282,U0074,37.08,Starbucks,Food,2025-06-30T12:06,"Austin, USA",Completed
TXN-001997,U0063,91.62,Apple Store,Shopping,2025-11-11T06:09,"San Francisco, USA",Completed
TXN-001490,U0105,56.76,Coinbase,Crypto,2025-07-02T08:32,"Seattle, USA",Completed
TXN-000793,U0018,43.62,Airbnb,Travel,2026-01-25T10:29,"Chicago, USA",Completed
TXN-000322,U0024,11.09,Subway,Food,2025-11-04T08:10,"New York, USA",Completed
TXN-000189,U0093,2.5,Kroger,Groceries,2025-07-12T10:36,"New York, USA",Completed
TXN-001509,U0136,95.13,Comcast,Bills,2026-04-17T08:34,"Seattle, USA",Completed
TXN-000880,U0044,51.98,Kroger,Groceries,2025-09-14T03:22,"London, UK",Completed
TXN-000600,U0056,4.2,Chipotle,Food,2026-01-24T07:26,"Los Angeles, USA",Completed
TXN-000451,U0122,46.86,Costco,Groceries,2025-12-08T12:40,"New York, USA",Completed
TXN-001291,U0042,128.93,PG&E,Bills,2025-06-09T04:22,"Chicago, USA",Completed
TXN-001522,U0032,100.5,Comcast,Bills,2025-06-12T05:51,"Los Angeles, USA",Completed
TXN-001543,U0110,12.88,Amazon,Shopping,2025-09-01T05:22,"Chicago, USA",Completed
TXN-001966,U0046,11.25,Starbucks,Food,2026-04-07T22:40,"San Francisco, USA",Completed
TXN-001842,U0039,94.44,Amazon,Shopping,2025-08-05T07:28,"Austin, USA",Completed
TXN-SUSP-00054,U0127,4233.19,Unverified Marketplace,ATM,2026-05-09T02:00,"London, UK",Completed
TXN-SUSP-00015,U0139,5530.41,Offshore Exchange,Travel,2026-02-03T01:13,"London, UK",Completed
TXN-000439,U0007,79.6,Kroger,Groceries,2026-01-26T03:10,"San Francisco, USA",Completed
TXN-001191,U0133,11.71,Local Deli,Food,2026-02-24T12:08,"Los Angeles, USA",Completed
TXN-000808,U0023,26.88,Uber,Travel,2025-05-29T03:03,"Seattle, USA",Completed
TXN-000291,U0110,40.68,Target,Shopping,2025-06-26T02:44,"Chicago, USA",Completed
TXN-001014,U0079,145.83,Apple Store,Shopping,2025-08-12T00:27,"Toronto, Canada",Completed
TXN-001380,U0017,23.93,Starbucks,Food,2025-06-13T05:19,"Chicago, USA",Completed
TXN-SUSP-00089,U0041,3659.79,Offshore Exchange,Travel,2026-03-26T03:01,"Berlin, Germany",Completed
TXN-000136,U0011,71.9,Trader Joe's,Groceries,2026-04-12T01:01,"Austin, USA",Completed
TXN-001091,U0022,14.39,Safeway,Groceries,2026-01-17T07:54,"Austin, USA",Completed
TXN-000100,U0021,200.0,Chase ATM,ATM,2026-04-11T03:20,"San Francisco, USA",Completed
TXN-000708,U0116,83.95,Whole Foods,Groceries,2025-07-11T00:49,"Seattle, USA",Completed
TXN-001603,U0048,40.0,Wells Fargo ATM,ATM,2025-10-27T10:29,"Tokyo, Japan",Completed
TXN-001511,U0115,66.46,Walmart,Shopping,2025-07-22T06:30,"Austin, USA",Completed
TXN-000434,U0088,119.71,Target,Shopping,2025-10-06T00:08,"San Francisco, USA",Completed
TXN-001714,U0109,70.7,Spotify,Bills,2025-09-18T01:38,"Los Angeles, USA",Completed
TXN-000809,U0037,61.25,Best Buy,Shopping,2026-05-15T01:17,"Seattle, USA",Completed
TXN-000221,U0133,64.16,Amazon,Shopping,2025-06-08T02:35,"Austin, USA",Completed
TXN-001766,U0040,14.08,Starbucks,Food,2026-02-04T03:42,"Toronto, Canada",Completed
TXN-000631,U0021,98.15,Netflix,Bills,2025-12-05T04:20,"Austin, USA",Completed
TXN-SUSP-00004,U0026,3095.72,Luxury Wire Transfer,Travel,2026-02-09T03:22,"London, UK",Pending
TXN-000238,U0120,86.83,Apple Store,Shopping,2025-07-19T07:19,"New York, USA",Completed
TXN-000014,U0013,55.85,Walmart,Shopping,2026-02-10T12:09,"Los Angeles, USA",Completed
TXN-000768,U0014,72.2,Amazon,Shopping,2026-05-11T06:43,"London, UK",Completed
TXN-001993,U0063,75.05,Kroger,Groceries,2026-02-16T05:55,"San Francisco, USA",Completed
TXN-001566,U0064,6.77,DoorDash,Food,2026-01-16T00:00,"Austin, USA",Completed
TXN-001732,U0075,237.18,Uber,Travel,2026-04-13T07:10,Singapore,Completed
TXN-000520,U0139,36.68,Walmart,Shopping,2026-05-24T02:36,"Seattle, USA",Completed
TXN-000240,U0041,11.59,DoorDash,Food,2026-03-17T07:16,"Chicago, USA",Completed
TXN-000757,U0131,40.0,Bank of America ATM,ATM,2025-11-17T23:41,"Austin, USA",Completed
TXN-001354,U0003,81.73,Whole Foods,Groceries,2025-05-30T07:48,"Seattle, USA",Completed
TXN-001324,U0046,80.72,Safeway,Groceries,2026-02-17T07:11,"Chicago, USA",Completed
TXN-001519,U0059,17.4,Chipotle,Food,2026-02-24T09:59,"San Francisco, USA",Completed
TXN-001048,U0067,25.19,Local Deli,Food,2025-07-29T23:12,"Dubai, UAE",Completed
TXN-001008,U0109,72.85,Safeway,Groceries,2025-07-15T01:49,"Los Angeles, USA",Completed
TXN-001333,U0100,114.32,Kroger,Groceries,2025-12-31T01:44,"Berlin, Germany",Completed
TXN-001359,U0119,16.18,Starbucks,Food,2026-04-19T22:02,"San Francisco, USA",Completed
TXN-000369,U0110,24.17,Chipotle,Food,2026-01-06T11:04,"San Francisco, USA",Completed
TXN-001790,U0052,10.14,DoorDash,Food,2025-08-23T08:33,"London, UK",Completed
TXN-001226,U0051,39.46,Target,Shopping,2025-06-11T02:46,"Dubai, UAE",Pending
TXN-000675,U0102,112.2,Comcast,Bills,2026-01-27T03:35,"Seattle, USA",Completed
TXN-001551,U0065,77.65,Trader Joe's,Groceries,2026-01-04T11:35,"Seattle, USA",Completed
TXN-000788,U0016,143.86,Amazon,Shopping,2025-12-07T09:25,"San Francisco, USA",Completed
TXN-000577,U0012,6.91,Subway,Food,2026-02-17T10:27,"Seattle, USA",Completed
TXN-001759,U0059,237.55,Lyft,Travel,2025-10-06T09:16,"Austin, USA",Completed
TXN-001037,U0111,17.66,Amazon,Shopping,2025-08-05T06:00,"San Francisco, USA",Completed
TXN-000333,U0075,24.98,Subway,Food,2026-05-23T03:32,"Los Angeles, USA",Completed
TXN-001340,U0093,25.52,Whole Foods,Groceries,2025-07-04T12:58,"London, UK",Completed
TXN-001289,U0081,26.42,Verizon,Bills,2026-05-15T11:34,"Seattle, USA",Completed
TXN-000979,U0125,136.5,Netflix,Bills,2026-02-03T06:06,"Austin, USA",Completed
TXN-SUSP-00093,U0003,1820.67,Unverified Marketplace,ATM,2026-04-20T02:16,Singapore,Completed
TXN-001371,U0088,15.19,Subway,Food,2025-08-30T12:10,"San Francisco, USA",Completed
TXN-000922,U0066,23.85,Chipotle,Food,2025-10-13T11:30,"Los Angeles, USA",Completed
TXN-001425,U0130,61.27,Airbnb,Travel,2026-04-01T02:40,"Los Angeles, USA",Completed
TXN-001873,U0138,158.56,Walmart,Shopping,2025-12-15T03:13,"New York, USA",Completed
TXN-000585,U0055,79.16,Safeway,Groceries,2026-05-19T02:10,"Chicago, USA",Completed
TXN-001290,U0070,120.19,Amazon,Shopping,2025-12-02T10:16,"New York, USA",Completed
TXN-001413,U0002,24.66,Chipotle,Food,2025-10-27T06:50,"Los Angeles, USA",Completed
TXN-001338,U0014,5.57,Chipotle,Food,2025-12-05T05:46,"San Francisco, USA",Pending
TXN-000122,U0113,274.09,Marriott,Travel,2025-11-11T00:59,"New York, USA",Completed
TXN-000317,U0036,103.83,Apple Store,Shopping,2025-11-11T09:52,"Los Angeles, USA",Completed
TXN-000487,U0040,27.91,Amazon,Shopping,2026-03-02T05:34,"San Francisco, USA",Completed
TXN-001335,U0053,81.26,Costco,Groceries,2026-03-05T02:24,"New York, USA",Completed
TXN-000974,U0004,140.46,PG&E,Bills,2025-07-09T01:12,"San Francisco, USA",Completed
TXN-SUSP-00045,U0087,2822.97,Night ATM,Travel,2026-03-19T02:13,"Tokyo, Japan",Completed
TXN-000669,U0148,110.99,Verizon,Bills,2026-03-26T06:06,"Austin, USA",Completed
TXN-000116,U0124,82.33,Safeway,Groceries,2025-10-22T05:30,"Berlin, Germany",Completed
TXN-001170,U0029,20.82,DoorDash,Food,2025-07-24T06:09,"New York, USA",Completed
TXN-000555,U0021,54.42,Target,Shopping,2026-01-30T00:15,"Los Angeles, USA",Completed
TXN-SUSP-00012,U0127,3069.01,Unknown Crypto Wallet,Travel,2026-04-29T03:46,"Tokyo, Japan",Completed
TXN-SUSP-00003,U0022,5388.1,Unknown Crypto Wallet,Crypto,2026-05-13T00:37,Singapore,Pending
TXN-001974,U0065,164.96,Marriott,Travel,2025-11-23T09:52,"Chicago, USA",Completed
TXN-000915,U0061,74.55,Target,Shopping,2026-04-21T02:20,"Austin, USA",Completed
TXN-001621,U0129,156.97,Amazon,Shopping,2026-04-07T04:12,"Toronto, Canada",Completed
TXN-000722,U0007,96.33,PG&E,Bills,2025-09-01T21:11,"Chicago, USA",Completed
TXN-001781,U0003,73.68,Delta Airlines,Travel,2025-09-07T05:30,"Austin, USA",Completed
TXN-000620,U0043,87.68,Costco,Groceries,2026-03-22T11:30,"San Francisco, USA",Completed
TXN-001362,U0117,88.91,Apple Store,Shopping,2025-06-19T09:23,"Chicago, USA",Completed
TXN-000427,U0045,124.24,Spotify,Bills,2025-11-24T04:46,"Austin, USA",Completed
TXN-000680,U0029,200.0,Chase ATM,ATM,2025-10-19T21:25,"Austin, USA",Completed
TXN-001458,U0098,34.79,Local Deli,Food,2025-12-08T12:05,"Austin, USA",Completed
